label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
5	203 N	0.3911	Reilly	pig	-0.5015	766	0.8569	1347	0.7265	-409
1	-861 N	n/a	Andrew	ferret	0.0885	730	0.1204	386	0.4513	819
1	926 N	-0.3926	Andrew	bird	0.2605	697	0.6343	1341	0.9234	1989
5	369 N	0.6372	Reilly	rabbit	-0.4411	799	-0.3811	412	1.2465	315
3	810 N	0.1308	Inan	reptile	0.7259	833	0.1149	1515	1.4461	267
3	-97 N	0.2662	Inan	reptile	0.3987	-226	-0.7347	1765	0.0608	577
1	-974 N	-0.2371	Andrew	bird	1.1758	1632	0.7358	1776	0.7122	-1393
5	792 N	0.1484	Reilly	RABBIT	0.5975	-882	0.7137	834	0.1436	460
4	554 N	0.2169	Andrew	cat, rat, chicken	0.347	948	0.6929	-566	1.408	172
4	416 N	1.0362	Tony	guinea pig	0.0813	-450	1.7439	-440	2.0945	-1343
0	775 N	0.5219	Vani	guinea pig	2.4727	-1241	2.0434	721	0.434	-908
0	518 N	-0.9142	Chris	guinea pig	1.0631	851	0.5115	720	0.4719	188
5	-793 N	0.5211	Reilly	pig	0.3756	350	1.3395	1141	0.8458	-758
1	-372 N	0.8124	Andrew	bird	0.4242	634	-0.3099	1120	1.0979	-915
4	2019 N	0.4738	Lise	rat, cat, chicken	1.0371	-644	1.5339	-831	1.2223	-797
0	1796 N	0.7096	Fabrice	guinea pig	0.7402	330	-1.0907	742	-0.1083	584
3	1285 N	0.4163	Inan	dog	0.4431	472	0.2224	-29	0.276	393
1	-148 N	0.0059	Andrew	ferret	0.8687	1123	1.8259	1162	1.0999	-1924
4	-314 N	-0.4919	Tony	fish	0.3863	613	1.1197	-660	0.7276	255
3	59 N	-0.7937	Inan	reptile	0.3575	-201	0.2719	604	1.1245	554
2	940 N	-0.0471	Michael	hamster	0.8333	1282	1.1306	-297	1.3811	-1184
4	-857 N	0.7231	Sam	FISH, RAT, CHICKEN	1.0892	547	1.9954	159	0.9715	N/A
2	-402 N	1.2836	Michael	hamster	0.1679	828	0.014	629	0.187	93
2	109 N	-0.5383	Michael	hamster	1.8486	567	1.078	-1715	1.1808	546
1	-508 N	1.9402	Andrew	bird	0.6744	1579	-0.6914	468	1.4612	-771
2	2305 N	0.0065	Sam	hamster	2.076	2070	0.0916	-221	0.0689	673
3	-522 N	-0.1678	Inan	dog	1.0702	157	-0.2235	815	0.8544	-1738
0	1641 N	1.7892	Fabrice	GUINEA PIG	-0.1088	1154	1.923	867	0.4283	727
0	663 N	0.4076	Fabrice	guinea pig	0.7372	1576	0.2444	2231	-0.3375	-196
3	304 N	0.446	Inan	reptile	1.0396	1277	0.3803	1548	1.099	-186
4	-826 N	0.2762	Lise	fish, chicken	-0.3308	-774	0.1161	949	1.1156	-379
2	818 N	0.1485	Fabrice	rat, fish	-0.5767	472	0.8254	225	1.1807	-891
5	621 N	-1.1628	Reilly	pig	0.3341	486	0.7797	-466	-0.2908	-510
2	1033 N	-0.1717	Inan	hamster	1.1276	1141	-0.2505	912	-0.9624	-349
2	253 N	1.0876	Michael	hamster	1.8229	528	0.671	-475	1.2531	874
0	-585 N	0.8812	Chris	reptile	0.5227	140	1.1912	897	None	1210
1	315 N	1.934	Andrew	ferret	1.7827	1095	0.4918	730	1.203	1269
3	450 N	0.0699	Inan	reptile	0.9528	484	0.9929	579	-0.2277	-741
1	267 N	0.4416	Andrew	ferret	?	355	0.5267	607	1.5852	1903
5	-248 N	0.7405	Reilly	pig	0.9346	405	-0.0142	756	0.4212	664
3	999 N	-0.9326	Inan	dog	0.7883	-391	0.5143	-482	1.3205	346
2	2167 N	-1.4432	Michael	hamster	1.5728	1177	0.1218	179	-0.3007	980
0	557 N	1.7057	Chris	guinea pig	-1.4322	-68	1.3752	2005	0.6159	-1563
4	57 N	1.1293	Lise	BIRD	1.4822	368	-0.1382	10	0.3323	37
0	1872 N	1.0879	Fabrice	guinea pig	-0.3365	-3	-0.8873	938	0.3578	-189
5	767 N	1.2445	Reilly	rabbit	-0.8963	774	0.8524	-349	0.7702	-380
3	-39 N	0.3447	Inan	reptile	0.1195	1337	2.431	1853	0.6049	755
5	411 N	0.7454	Reilly	pig	1.4159	104	0.7604	1777	0.6301	1476
1	742 N	1.6455	Andrew	bird	2.6019	1098	0.5726	1268	2.2707	-231
4	184 N	0.3169	Tony	chicken, rat	0.7268	-239	1.5271	-1371	0.3125	-124
1	110 N	0.2235	Andrew	bird	3.7889	262	-0.0733	679	0.5428	-189
5	-386 N	0.4577	Reilly	rabbit	1.8808	631	1.9073	711	0.8275	518
1	-184 N	0.5139	Andrew	reptile	0.085	933	0.9264	896	0.709	210
3	289 N	0.6525	Inan	reptile	0.485	439	1.1191	868	0.4724	-114
1	840 N	0.2223	Andrew	bird	1.4803	1602	1.567	1098	0.1413	507
5	-187 N	0.595	Reilly	rabbit	0.3857	1040	0.1767	-340	1.0389	-81
4	66 N	1.1798	Eriq	rat, fish, chicken	-0.9216	554	1.2776	200	0.4722	-496
5	271 N	-0.3052	Michael		-0.4379	283	1.6722	632	1.8032	-1116
1	-51 N	0.7851	Andrew	ferret	0.7634	1349	-0.6106	278	0.8071	-75
5	5 N	0.3062	Reilly	pig	-0.0576	838	0.4687	1155	1.3007	-763
4	573 N	-0.2903	TONY	cat	-1.4946	1101	0.9925	920	0.263	392
3	-1057 N	1.5735	Inan	dog	1.4215	403	-0.875	1342	0.5148	294
2	355 N	0.4602	Sam	bird	1.1099	781	-0.3191	-433	0.5077	772
5	-676 N	0.9626	Reilly	pig	0.8215	725	0.7607	1333	0.9789	459
3	465 N	0.7237	Inan	reptile	-0.8538	601	None	1088	0.7031	589
1	16 N	0.7026	Andrew	ferret	1.7343	1172	None	519	2.2222	-398
1	-458 N	0.1284	Andrew	ferret	1.4461	1817	0.9226	753	0.9479	-370
2	1624 N	0.5217	Michael	HAMSTER	1.5615	1077	1.523	440	-1.0762	-1035
2	None	-0.2417	Michael	guinea pig	0.0302	-673	1.4243	371	-0.1004	583
2	1316 N	0.7709	Michael	hamster	1.3966	1414	-0.6466	1049	0.5892	897
5	-282 N	0.728	Reilly	pig	0.4408	793	1.4426	857	1.2809	720
2	1317 N	-0.2036	Sam	hamster	1.1161	2279	0.1424	-518	0.5178	405
3	-187 N	0.1719	Inan	reptile	1.2952	-65	2.4374	761	0.4823	383
5	-1132 N	-0.5168	Reilly	rabbit	-0.0811	1336	2.2672	1996	1.4416	-176
0	162 N	1.3415	Michael	guinea pig	-0.1575	1095	0.2089	709	-0.4721	348
2	1717 N	1.5015	Michael	hamster	1.437	847	0.8158	-1020	0.2217	1037
4	1813 N	1.13	Tony	rat	1.5966	457	1.4	-256	-0.3131	960
5	-817 N	-0.9551	Reilly	pig	2.0403	1040	2.3336	2221	1.8759	-443
2	200 N	-1.0662	Michael	hamster	1.615	N/A	0.3667	731	-0.2207	561
0	1541 N	1.1104	Fabrice	guinea pig	0.6868	460	0.5472	711	1.3692	-1332
4	850 N	0.9785	Lise	rat, cat, chicken	0.611	987	0.5741	338	0.0404	166
1	-496 N	0.4902	Andrew	ferret	-0.5284	502	-0.1986	-783	1.2255	255
0	1412 N	0.3499	Vani	guinea pig	0.4595	1461	0.7675	776	0.0714	904
4	-249 N	0.7446	Eriq	rat, fish	-0.2827	181	2.0506	481	1.1298	60
5	824 N	0.1812	Inan	rabbit	1.5854	2106	1.5352	815	0.82	122
1	-815 N	1.0742	Andrew	bird	0.8879	1364	0.496	434	1.4114	-409
3	-853 N	0.5243	Inan	reptile	0.0129	204	-0.7837	949	0.8263	767
0	1003 N	1.1437	Fabrice	rabbit	0.6815	1745	0.0857	2019	0.0646	769
4	1202 N	1.4491	Lise	CHICKEN	1.6727	-322	0.3729	-162	1.1997	-31
5	-995 N	1.865	Reilly	pig	-0.0162	1471	0.2075	-868	1.2741	-168
5	812 N	0.6943	Reilly	rabbit	0.8005	437	0.5539	311	0.8751	-2080
1	-483 N	-0.0207	Andrew	bird	1.109	566	-0.9868	618	1.3128	1238
5	-717 N	-0.5471	NULL	rabbit	1.371	1119	-0.313	252	1.0565	1228
5	-1012 N	-0.0017	Reilly	guinea pig	1.2408	1638	1.1275	300	1.604	635
4	926 N	0.858	Tony	rat, fish, cat	0.943	478	1.4443	-285	1.5313	1847
2	1538 N	-1.2048	Michael	hamster	-0.4673	471	-0.4117	327	-0.2247	-101
5	-1415 N	-0.5056	Reilly	rabbit	-0.5146	-63	1.1968	460	0.1186	-1032
0	982 N	0.2183	Fabrice	guinea pig	0.7428	451	0.4727	1188	0.4582	-980
5	513 N	0.2446	Reilly	rabbit	0.6717	697	0.1569	1048	0.827	729
4	303 N	0.6242	Tony	hamster	1.0257	630	0.4957	-403	0.9454	-1256
2	1407 N	0.1577	None	hamster	0.7634	892	-1.1069	212	-0.6671	-372
5	-614 N	1.3733	None	rabbit	-0.257	1043	1.3169	1006	1.0927	-510
2	-130 N	0.476	Michael	hamster	0.8249	1321	1.4176	796	-0.0012	1644
2	649 N	0.359	Sam	hamster	0.9952	1464	1.7052	80	-0.1183	197
5	-876 N	0.8912	Reilly	pig	-0.0953	-189	-1.3178	421	1.156	-330
0	1004 N	0.9519	Chris	guinea pig	0.1491	1196	N/A	-560	0.2004	-730
1	589 N	0.4961	Andrew	ferret	1.0867	1082	0.5715	800	0.9439	-219
4	140 N	0.8788	Inan	cat, rat, chicken	0.6329	301	1.6826	-489	1.4647	-13
2	1659 N	-0.2419	Michael	hamster	0.2003	813	1.127	-199	1.0829	897
0	1672 N	-0.1692	Chris	guinea pig	2.669	900	-0.935	849	0.4562	368
2	579 N	0.32	Michael	hamster	0.9142	1105	0.9176	44	1.4036	1145
2	1245 N	-0.2198	Michael	hamster	0.6898	407	-0.2692	490	-0.2488	836
0	-811 N	1.478	Chris	guinea pig	1.8596	208	0.4541	162	-0.4112	865
4	-829 N	0.6553	Tony	cat	1.5738	454	1.6418	-122	0.8635	1912
2	457 N	1.8609	Michael	hamster	1.1107	473	1.1002	506	0.2796	-143
1	-606 N	0.5496	Andrew	bird	0.0063	98	0.7414	132	1.398	933
4	340 N	0.7264	Lise	chicken, rat, fish	1.0806	-230	0.3767	-333	0.2841	-242
0	1719 N	-0.1856	Inan	Guinea Pig	1.2286	1311	2.1378	1614	0.311	771
3	256 N	-0.4242	Inan	dog	2.0834	229	0.6534	189	-0.1603	670
1	828 N	-0.0605	Andrew	ferret	1.7646	703	0.8484	1527	0.526	959
2	241 N	1.3293	Michael	hamster	1.0055	1058	0.8716	-8	-0.9685	1369
1	-643 N	0.4986	Andrew	ferret	-0.4677	842	0.748	239	1.2161	-1109
4	1064 N	0.5015	Lise	fish, chicken, rat	-0.1868	NULL	-0.436	0	0.3463	-254
0	567 N	0.1522	Chris	reptile	1.4902	383	1.5237	1573	-0.3612	-511
4	634 N	0.2017	Tony	rat, cat	-0.2968	1010	2.3413	-764	0.5561	-210
3	-352 N	-0.6111	Inan	reptile	-0.1714	218	1.7678	556	-0.577	1019
5	1353 N	0.417	Reilly	rabbit	0.8308	48	0.4317	805	1.3726	-661
4	-441 N	-0.3917	tony	chicken, fish	-0.542	-106	0.3035	-325	0.8016	285
3	1334 N	0.3994	Sam	dog	0.6421	1329	-0.2674	1279	0.6699	517
0	1255 N	0.9054	Chris	guinea pig	0.4219	1066	1.9428	1379	0.2241	1423
1	649 N	0.4126	Andrew	bird	1.1829	1710	-0.2368	180	0.4173	159
4	1832 N	-0.6377	Tony	ferret	1.712	-224	1.3812	1023	-0.7864	168
0	1273 N	0.165	Chris	guinea pig	0.7752	714	0.9981	111	-0.4811	1771
4	1823 N	0.5025	Tony	cat, fish, rat	0.2814	421	0.3692	76	0.3006	1105
3	921 N	-0.7254	Inan	dog	0.2475	1382	-0.2834	698	-0.1655	642
4	525 N	1.3837	Eriq	cat, chicken	0.6915	814	0.9658	-996	0.3115	1697
1	326 N	1.9535	Andrew	ferret	1.6167	704	0.6679	-89	0.2186	-37
4	2306 N	0.4769	Eriq	chicken, fish	-0.3897	51	1.282	261	0.4288	411
4	838 N	-0.0721	Tony	chicken, rat	1.0303	623	-0.4405	535	0.4046	275
2	63 N	-1.2374	Michael	hamster	-0.0024	1413	0.2228	300	0.5199	239
0	290 N	1.1145	Chris	guinea pig	-0.8203	446	-0.476	780	None	675
4	2177 N	0.544	Tony	cat, rat, chicken	0.3053	268	0.8091	-1070	-0.3188	1768
3	230 N	0.5309	Inan	reptile	0.9295	790	0.5218	918	-0.8188	656
1	1817 N	-0.1067	Andrew	bird	1.0493	-126	1.9567	695	-1.0886	61
1	14 N	0.615	Andrew	ferret	0.3798	7	0.9071	1859	0.5909	-642
0	305 N	1.0648	Chris	guinea pig	1.0578	733	0.0788	250	1.3234	-140
3	681 N	0.7451	Inan	reptile	1.6068	1453	-0.0311	922	-0.4513	-1893
4	1018 N	0.5868	Lise	cat, fish, rat	0.9724	1425	2.3163	254	0.8517	38
2	1288 N	1.5229	Michael	dog	0.1599	2453	1.8201	1071	-0.4732	-531
5		-0.0489	Reilly	pig	0.9357	570	-0.7077	228	1.6248	-825
4	301 N	0.5296	Eriq	cat	0.7545	-130	0.7716	865	0.5527	1093
0	963 N	0.3291	Vani	guinea pig	0.7976	950	-0.2101	784	-0.0637	-8
4	1491 N	1.5383	Eriq	chicken, rat, fish	0.5509	12	0.4168	965	1.1074	443
1	-70 N	-0.843	Lise	ferret	0.5926	14	1.1214	?	0.123	652
3	552 N	0.1278	Inan	reptile	1.3959	1486	0.8427	866	0.8079	698
1	895 N	1.9316	Andrew	ferret	1.4739	986	1.2576	943	1.345	-856
4	-272 N	1.2446	Lise	bird	0.8325	-7	0.3521	-1430	0.3926	1923
3	-710 N	0.5498	Inan	dog	2.4098	755	0.4239	1300	-0.2024	-295
3	-751 N	-0.481	Inan	reptile	0.3579	931	0.7687	2161	0.7778	-876
3	-1083 N	0.9117	Inan	dog	1.8296	2064	1.8247	1158		-905
4	-18 N	0.7045	Tony	cat, chicken, fish	0.8099	-636	1.669	-23	1.8362	657
4	896 N	0.0214	Tony	cat, fish, chicken	1.7575	691	0.9459	70	0.4923	-187
0	-690 N	0.8425	Fabrice	ferret	0.8963	-230	-0.5946	845	0.7532	1402
0	-860 N	0.4748	Chris	guinea pig	2.3297	864	0.1165	1214	0.6439	915
1	-231 N	1.2632	Andrew	hamster	0.6605	2456	2.0406	1332	0.3696	2159
3	426 N	0.8671	Inan	dog	1.315	1223	0.8928	521	0.457	678
4	1399 N	0.5768	Vani	Fish, Rat	0.469	-190	1.1378	1629	1.2175	1025
5	259 N	-0.4344	REILLY	rabbit	1.3524	643	0.1681	-742	0.5426	428
4	194 N	-0.4709	Tony	FISH	0.4085	197	-0.1939	-1157	-0.1702	-58
3	1475 N	-0.4449	Inan	dog	0.1537	2100	0.2984	434	0.6116	-47
5	106 N	0.2342	Reilly	rabbit	0.8613	467	0.0825	133	1.4797	-607
3	-1010 N	1.0023	Inan	ferret	-0.4631	1334	0.2714	502	0.6096	-759
5	-338 N	-0.3139	Reilly	pig	0.6701	1297	1.1126	779	0.5652	511
2	1018 N	1.3901	Sam	hamster	0.0907	1162	-0.5333	-380	0.3062	1869
3	-294 N	0.1899	Inan	dog	0.3195	398	0.5585	1123	NULL	137
2	1383 N	0.7974	Michael	hamster	0.7843	336	-1.9514	-183	0.6518	-2
5	-204 N	-0.3184	Reilly	rabbit	1.106	2020	0.55	580	0.6065	-175
5	407 N	0.3773	Reilly	pig	0.1024	984	1.8817	1426	-0.1142	1010
0	651 N	0.056	Fabrice	guinea pig	0.9417	742	0.7228	1291	0.885	1408
3	1074 N	-0.3694	Inan	reptile	0.4399	-299	1.6115	909	0.9788	548
1	465 N	0.9098	Andrew	ferret	-0.0377	1137	-1.1906	1859	0.9346	-283
3	-774 N	-0.1682	Inan	dog	0.8521	-189	-0.1152	1669	0.128	114
4	1575 N	0.2114	lISE	fish, chicken, rat	0.2974	1009	0.2337	-1037	0.9427	874
0	915 N	0.0839	Vani	Guinea Pig	-0.2334	1189	0.7185	1547	-0.0198	114
1	881 N	-0.3193	Andrew	ferret	0.1636	2107	1.4768	2101	1.4469	694
4	1453 N	1.3028	Eriq	fish	1.3482	46	1.2607	459	1.6088	835
3	432 N	0.5095	Inan	dog	0.4614	927	-0.4366	-549	-0.0497	NULL
4	930 N	0.4141	eriq	rat, fish, cat	0.9422	-708	1.4132	-754	0.8509	859
5	-75 N	0.2527	Reilly	reptile	-0.424	1220	0.632	2747	-0.8503	531
4	481 N	1.0442	Lise	fish	-0.0061	138	1.1591	-679	0.4756	-240
0	749 N	0.58	Vani	guinea pig	-0.7844	957	-0.127	581	0.7102	-28
0	1169 N	0.7062	Fabrice	guinea pig	0.0718	1306	2.1293	1174	0.0474	-1170
4	887 N	1.0891	Tony	rat	0.2732	-678	0.1208	-825	0.7083	1117
1	168 N	1.6803	Lise	ferret	2.0976	1061	0.6209	1296	1.4029	2129
1	-210 N	0.9447	Andrew	bird	2.0584	1856	0.8798	1307	1.5806	639
0	512 N	-0.2463	Fabrice	guinea pig	1.5365	1293	-0.48	1610	0.8618	-871
3	-388 N	0.4924	Inan	dog	1.4166	1543	0.0939	890	-1.0548	1557
4	-155 N	0.3317	Tony	rat, chicken, fish	-1.2444	-162	1.5744	-964	0.9718	1500
1	588 N	2.1154	Andrew	ferret	0.2189	978	1.9496	1453	0.6214	535
2	-691 N	0.7204	Inan	hamster	0.4749	1686	1.231	960	-0.2948	72
4	536 N	-0.054	Tony	cat, chicken, fish	1.1208	3	0.7717	-117	0.4479	1666
2	769 N	0.3359	Sam	HAMSTER	0.1569	1749	-1.1256	-572	0.0806	-1055
5	231 N	-0.7053	VANI	PIG	-0.1646	607	0.2176	984	1.9071	135
3	-617 N	0.1163	Inan	bird	0.8303	1038	0.3659	1231	0.0246	177
4	2171 N	0.799	Lise	ferret	1.8343	-217	-1.0969	628	0.5655	172
1	None	0.2204	Reilly	bird	1.8397	720	0.7519	999	0.4589	1188
2	481 N	-0.7162	Lise	hamster	2.1456	519	0.0139	10	-0.4425	-332
5	-628 N	-0.1338	Reilly	pig	1.429	2013	-0.0077	866	0.2608	161
4	760 N	0.2594	Lise	cat, chicken	0.1902	489	2.4862	-932	-0.9017	1312
0	935 N	-0.693	Chris	guinea pig	1.1672	38	0.0016	418	-0.3702	581
5	425 N	0.5961	Reilly	rabbit	1.9408	342	1.9714	-36	1.538	-71
5	-41 N	0.6024	Eriq	pig	-0.1668	1042	0.7361	1159	0.7696	-281
0	1136 N	0.5218	Chris	guinea pig	1.0855	777	-0.0144	1888	0.6728	1014
5	-46 N	0.3385	Reilly	rabbit	0.4643	654	0.0817	1330	0.7786	-2429
1	-498 N	0.9012	Andrew	n/a	1.239	637	1.1159	1448	0.8699	-234
2	529 N	0.7239	Sam	Hamster	0.5152	1106	0.1729	229	1.3282	781
1	586 N	0.2576		dog	0.6377	1569	0.7043	1362	1.1707	495
1	407 N	0.5931	Andrew	bird	2.2559	1686	1.3589	864	2.2315	710
1	-1608 N	1.2168	Sam	ferret	-0.3388	1783	-0.4626	14	0.1697	789
5	1496 N	0.8172	Reilly	pig	1.2516	142	1.7005	952	0.9855	628
4	806 N	1.6943	Lise	chicken, fish	-0.0083	103	1.5951	-30	1.5843	-290
0	1078 N	2.2331	Vani	GUINEA PIG	-0.9141	105	-0.0299	1197	-0.8251	325
4	-243 N	0.454	Lise	cat	1.1764	-292	0.8478	323	1.454	614
3	853 N	0.5761	Inan	reptile	0.488	-255	0.8884	1549	-0.1052	517
3	-497 N	1.4627	Inan	reptile	1.4319	2985	-0.6805	1139	0.783	-986
1	718 N	0.6083	Andrew	bird	-1.3304	1063	0.4978	1029	-0.107	1379
3	-224 N	-0.2856	Inan	reptile	1.1621	592	0.5254	631	0.1287	-787
1	-51 N	0.1761	Andrew	ferret	0.4925	540	-0.811	148	1.0688	-269
5	-198 N	0.3467	Reilly	pig	0.5022	1105	0.695	1192	1.113	-1761
1	-604 N	0.6281	Eriq	ferret	0.1757	1783	0.0395	955	1.0626	582
0	413 N	1.2439	Chris	n/a	0.4137	2164	0.7453	117	0.3823	228
5	146 N	-0.4847	Reilly	rabbit	0.6985	2639	1.1177	1136	0.9367	-787
3	-865 N	1.1977	Inan	dog	1.7192	86	-0.0882	2731	-0.6906	541
2	-200 N	-0.8563	Michael	hamster	-0.529	1933	1.1086	-635	0.2189	1325
2	174 N	-0.2643	Sam	hamster	1.8413	78	-0.9228	-256	-0.0983	894
2	1061 N	-0.2126	Sam	hamster	1.7966	685	1.0496	632	-0.0013	1706
1	8 N	0.5316	Andrew	ferret	2.6642	-434	-0.6162	-145	0.9048	-260
0	1040 N	-0.7217	FABRICE	guinea pig	-0.0176	-133	1.3788	983	-0.4441	-288
5	-710 N	0.4264	Reilly	rabbit	-0.8382	310	2.1074	83	0.7818	-557
5	827 N	0.6024	Reilly	rabbit	-0.1915	2389	0.9104	761	0.634	-1118
5	821 N	0.6505	Reilly	guinea pig	0.3434	936	1.6775	2384	1.4748	268
4	1827 N	1.0742	Lise	chicken	-0.2981	10	2.4356	-205	0.6004	1954
5	730 N	-0.1068	Reilly	pig	1.6321	1443	1.1673	1546	0.7053	1306
1	-261 N	0.3541	Andrew	bird	0.5899	1346	0.537	1379	0.2854	417
3	-56 N	1.1277	Inan	reptile	1.1298	969	-0.2994	1334	0.0485	-728
3	-104 N	0.618	Inan	dog	1.2319	751	-0.2812		0.3734	697
0	1300 N	1.3413	Chris	guinea pig	0.6298	347	0.4495	1580	1.271	-2292
5	-386 N	1.087	None	pig	1.1596	1567	0.885	812	-0.3688	-982
2	274 N	-0.2858	Sam	hamster	-0.7076	131	-0.703	-1430	-0.4227	632
3	-12 N	0.0495	Inan	reptile	0.9461	2159	-0.7717	793	2.1729	-1287
0	1373 N	0.7908	Chris	bird	0.1874	2792	0.6696	158	-0.4352	-1217
1	463 N	1.3695	Andrew	bird	1.6295	1237	-0.5867	483	0.1523	-1318
0	1316 N	0.8673	Chris	GUINEA PIG	0.7709	685	0.0018	621	-0.6208	-659
4	1899 N	1.069	Eriq	fish, rat, chicken	1.323	-31	0.6744	552	0.783	256
0	1153 N	1.1777	Chris	guinea pig	0.6321	175	-0.6051	798	1.4574	893
1	-123 N	0.0242	Andrew	ferret	1.8552	1035	1.2654	349	0.9923	874
2	1324 N	-0.9687	Andrew	hamster	1.1101	-134	-1.5003	-1323	0.2967	-439
0	1103 N	-0.784	Chris	guinea pig	1.5001	1747	0.5372	1374	0.7697	-944
5	-545 N	-0.5223	Inan	pig	0.9279	529	1.6809	515	1.305	-769
0	1400 N	0.8875	Chris	guinea pig	1.1532	669	0.2937	674	-0.2211	284
5	-79 N	-0.2428	Reilly	rabbit	0.6779	892	1.588	1297	-1.9175	-240
5	493 N	0.7369	Reilly	pig	2.4858	1197	0.7911	643	0.2245	267
0	130 N	0.208	Vani	guinea pig	0.8835	449	-0.3865	579	1.1121	889
0	1393 N	0.2721	Fabrice	guinea pig	0.9658	479	-0.255	780	-0.0066	-1116
1	-2 N	0.1481	Andrew	bird	0.8812	664	-2.0331	941	1.2463	1233
4	1835 N	0.1683	Eriq	chicken, rat	1.1087	1528	1.0003	-752	0.0503	-915
1	455 N	0.7526	Andrew	bird	1.4346	1110	-0.1688	685	-0.1094	14
0	0 N	1.3563	Fabrice	guinea pig	-0.603	1210	0.1037	1424	-1.3381	69
4	2157 N	-0.1156	Eriq	ferret	-0.9574	265	0.8034	-1141	1.1798	-731
1	258 N	0.2917	Andrew	ferret	1.3113	1991	-0.3598	351	0.8675	133
3	-539 N	-0.7004	Inan	dog	1.3778	-454	0.9185	-151	-0.0157	-806
4	1854 N	0.2063	Tony	rat, fish	-0.3723	-40	2.4616	-186	-0.0928	N/A
5	287 N	1.0901	Michael	rabbit	-0.4191	-757	1.4204	1738	1.0864	-2233
4	669 N	0.3688	Eriq	chicken, rat, cat	0.9225	1436	0.3098	439	1.6168	960
0	1123 N	0.0307	Reilly	guinea pig	1.2476	244	0.1592	1456	0.3936	214
3		-0.2003	Inan	dog	1.1083	717	1.5688	788	0.349	369
1	-505 N	1.7176	Andrew	ferret	-0.2636	845	1.6265	737	2.0078	-1225
3	-653 N	0.3549	INAN	n/a	1.5083	996	0.6281	1528	-0.0587	-477
5	-260 N	-0.3596	Reilly		-0.0543	-262	1.6524	322	0.0046	329
4	1489 N	1.6326	Tony	chicken, cat, rat	0.7262	-439	1.0785	546	0.659	1897
4	1020 N	0.7688	Eriq	cat, fish, chicken	-0.062	-679	0.0897	1392	2.1601	268
4	881 N	0.2713	Reilly	cat	0.424	1086	1.0357	-532	1.2711	-1826
2	-41 N	0.0669	Michael	hamster	-0.0937	1253	0.1942	8	0.9217	1705
5	1068 N	-0.0318	Reilly	rabbit	-0.1029	385	0.0402	-145	0.0912	-607
3	-1369 N	-0.3626	Inan	DOG	1.526	444	-0.6987	1785	-1.4212	1667
3	10 N	-0.6519	Inan	reptile	1.4792	936	-0.1908	694	-0.9917	348
1	-6 N	0.5296	Andrew	ferret	0.715	953	1.1866	1123	1.0541	23
4	-160 N	-0.4152	Fabrice	chicken	0.3208	896	0.5967	205	3.1178	465
0	981 N	0.8532	Vani	guinea pig	0.168	2142	0.1273	312	0.1161	-198
5	-474 N	0.7299	Reilly	rabbit	0.1237	853	1.0602	1188	0.4072	362
0	788 N	-0.1065	Vani	guinea pig	0.4728	504	-0.3682	-131	1.608	-1209
3	231 N	1.5786	Inan	dog	-0.1444	1617	-0.3912	1015	-0.495	699
5	261 N	-0.018	Reilly	pig	0.7801	1276	0.3395	441	0.5711	-1075
4	691 N	-0.1171	Tony	chicken, fish	0.9851	454	0.477	-1600	1.2304	1377
2	1195 N	-0.2452	Michael	hamster	0.8957	2695	-0.506	-817	0.2926	1240
4	741 N	1.1035	Eriq	rat	-0.2115	76	0.1848	-640	0.966	244
5	-197 N	0.7287	Sam	pig	-0.6534	-272	2.3787	723	-0.0305	213
5	2076 N	1.0811	Reilly	pig	1.0837	636	1.6097	657	0.0533	761
1	-214 N	0.9119	Andrew	ferret	0.2977	1541	-1.3828	1924	0.9475	1368
1	-49 N	1.6036	Andrew	ferret	0.5386	2298	-0.5655	465	0.5453	-699
0	336 N	0.2967	Chris	guinea pig	2.3475	1189	1.4144	108	-0.0345	-1028
1	119 N	0.5203	Andrew	rat	0.5726	2292	0.9317	143	0.5532	-988
3	-221 N	1.1872	Inan	reptile	0.3935	1590	0.0647	-149	-0.0096	386
1	253 N	1.4464	Andrew	ferret	-0.3263	142	0.6816	829	1.964	-502
3	631 N	0.5607	Inan	reptile	-0.8613	1002	0.8308	2551	1.6665	-508
3	864 N	-0.2876	Inan	dog	1.0743	859	0.9162	1347	0.2752	621
4	21 N	0.8791	Eriq	chicken, fish	0.1406	-256	1.3815	-819	1.5721	721
3	384 N	-0.5323	Inan	rat, cat, fish	1.4589	660	-0.27	1390	1.7719	-457
5	-1443 N	0.4976	Reilly	pig	1.5642	675	2.533	703	1.1252	289
0	-74 N	0.5363	Fabrice	guinea pig	-0.1041	-695	0.0956	684	-0.9413	188
5	-815 N	?	Reilly	rabbit	0.9974	1061	1.0048	-999	0.8248	-71
4	-1517 N	-0.1622	Tony	chicken, rat	0.1363	889	2.3763	498	-0.691	405
5	-688 N	1.5944	Reilly	pig	1.8896	2164	0.7786	1085	0.7628	-282
5	43 N	-0.4106	INAN	pig	0.7499	464	1.719	1080	0.8984	746
3	600 N	0.3693	Inan	dog	1.0522	172	1.1401	669	-0.045	669
1	658 N	-0.3862	Andrew	FERRET	1.2204	979	0.5908	1796	1.8309	552
4	1015 N	0.089	Eriq	rat, chicken, fish	-0.3944	-239	-0.6041	553	1.196	-859
